event_id,object_a,object_b,miss_km,coarse_miss_km,rel_speed_kms,alt_km,closing_geom,risk_score,high_risk
783,JILIN-1 06,STARLINK-34196,3.5021,4.218,8.468,482.2,2.2874,47.0,0
784,STARLINK-30616,STARLINK-37615,5.9673,9.171,14.107,465.4,2.2874,47.0,0
785,STARLINK-36853,STARLINK-37638,6.2515,6.276,14.753,471.9,2.2868,47.0,0
786,STARLINK-32921,STARLINK-33666,4.3218,7.91,10.337,489.7,2.286,47.0,0
787,STARLINK-31015,STARLINK-34100,2.6307,7.809,6.47,491.7,2.2857,47.0,0
788,STARLINK-35980,STARLINK-36038,1.9979,6.719,5.017,492.1,2.2826,46.9,1
789,TRANSPORTER-13 OBJECT AH,STARLINK-35894,6.0413,8.298,14.246,489.9,2.2825,46.9,0
790,STARLINK-3741,STARLINK-35277,5.0765,5.836,12.035,470.9,2.2809,46.9,0
791,STARLINK-4531,STARLINK-36297,3.5892,8.491,8.633,469.9,2.2783,46.9,0
792,STARLINK-31720,TRANSPORTER-13 OBJECT AH,5.9138,7.242,13.927,491.1,2.278,46.9,0
793,STARLINK-3645,STARLINK-4737,3.7418,6.181,8.978,531.9,2.2776,46.9,0
794,STARLINK-5280,STARLINK-37020,6.1299,6.948,14.417,476.6,2.2776,46.9,0
795,STARLINK-30403,DUTHSAT-2,6.1076,6.202,14.349,492.2,2.2749,46.8,0
796,STARLINK-5245,STARLINK-37159,2.5693,2.699,6.299,460.7,2.2746,46.8,0
797,STARLINK-4286,STARLINK-32192,5.1718,6.239,12.216,471.6,2.2741,46.8,0
798,STARLINK-4777,2024-095A,4.5387,4.56,10.773,550.2,2.2734,46.8,0
799,STARLINK-4152,STARLINK-36667,2.8677,6.803,6.974,461.2,2.2734,46.8,0
800,MAKERSAT 0,STARLINK-5513,6.0652,7.233,14.232,486.3,2.2716,46.8,0
801,STARLINK-5772,STARLINK-35716,3.1454,5.894,7.596,492.1,2.2706,46.8,0
802,STARLINK-35465,STARLINK-36314,4.5487,7.239,10.779,463.7,2.2699,46.8,0
803,STARLINK-32319,STARLINK-37444,6.0031,9.626,14.079,469.8,2.2697,46.8,0
804,POLYITAN-1,STARLINK-31688,4.1351,4.135,9.837,464.1,2.2692,46.8,0
805,STARLINK-4602,STARLINK-37442,5.2161,8.495,12.289,481.0,2.269,46.8,0
806,STARLINK-4049,STARLINK-35359,6.2822,7.041,14.706,471.2,2.2687,46.8,0
807,STARLINK-5806,STARLINK-32890,3.1751,6.026,7.657,485.9,2.2687,46.8,0
808,STARLINK-30843,2024-092C,5.8786,7.412,13.789,493.3,2.2684,46.8,0
809,STARLINK-4662,STARLINK-30456,4.0669,4.079,9.658,466.2,2.2635,46.7,0
810,STARLINK-2031,STARLINK-36603,6.2978,7.041,14.705,474.5,2.2631,46.7,0
811,STARLINK-6380,STARLINK-35917,3.288,3.799,7.89,492.4,2.262,46.7,0
812,STARLINK-33719,STARLINK-34119,4.1948,7.543,9.93,487.7,2.2595,46.7,0
813,STARLINK-36836,STARLINK-37941,6.1305,6.199,14.301,477.0,2.2591,46.7,0
814,SHIYAN-30 01,TRANSPORTER-17 OBJECT BV,5.1392,5.912,12.061,590.8,2.259,46.7,0
815,STARLINK-32240,STARLINK-36247,3.0652,6.685,7.376,475.0,2.259,46.7,0
816,STARLINK-31132,STARLINK-37556,4.5268,4.913,10.668,468.6,2.2569,46.6,0
817,STARLINK-37856,STARLINK-37229,1.0918,2.13,2.915,481.3,2.2565,46.6,0
818,BRO-20,IRIDE-MS1-EAGLET 2-10,5.408,6.372,12.656,523.7,2.2568,46.6,0
819,STARLINK-3984,STARLINK-6174,4.8125,4.907,11.308,490.3,2.256,46.6,0
820,STARLINK-3802,STARLINK-32727,5.2144,5.577,12.21,468.4,2.2551,46.6,0
821,STARLINK-33624,STARLINK-37388,6.1358,6.147,14.287,478.6,2.255,46.6,0
822,STARLINK-4132,STARLINK-36891,5.288,5.599,12.375,468.1,2.2549,46.6,0
823,STARLINK-5801,SITRO-AIS 5 (KATYS),3.9456,6.142,9.344,485.3,2.254,46.6,0
824,STARLINK-5464,STARLINK-34042,4.3127,7.581,10.167,490.5,2.253,46.6,0
825,STARLINK-36571,STARLINK-37322,6.3521,6.812,14.761,472.4,2.2529,46.6,0
826,YAOGAN-35 01A,STARLINK-35875,2.5625,6.116,6.222,493.2,2.2523,46.6,0
827,STARLINK-31125,STARLINK-35597,3.1894,9.093,7.629,491.8,2.2508,46.6,0
828,STARLINK-2071,STARLINK-37859,6.1556,6.532,14.3,470.3,2.25,46.5,0
829,TIANMU-1 17,STARLINK-35449,6.1631,6.165,14.316,489.1,2.2498,46.5,0
830,STARLINK-36855,KUIPER-00258,3.8693,3.995,9.153,468.8,2.2493,46.5,0
831,STARLINK-30523,STARLINK-35962,4.2561,7.106,10.022,490.6,2.2491,46.5,0
832,STARLINK-4049,STARLINK-37765,6.2605,8.489,14.529,469.4,2.2489,46.5,0
833,STARLINK-34226,STARLINK-35616,5.2032,5.227,12.146,482.2,2.2479,46.5,0
834,STARLINK-2645,STARLINK-37370,6.3696,6.644,14.758,476.9,2.2464,46.5,0
835,2025-055G,STARLINK-36409,6.0991,7.703,14.137,492.8,2.2443,46.5,0
836,ION SCV-004,KUIPER-00476,5.7374,6.943,13.321,490.1,2.2436,46.5,0
837,STARLINK-5512,STARLINK-33958,2.0603,3.447,5.07,484.4,2.2431,46.5,1
838,STARLINK-30512,2025-155H,4.1728,4.2,9.805,483.0,2.2423,46.4,0
839,STARLINK-4436,STARLINK-32428,6.3821,7.168,14.756,477.6,2.2418,46.4,0
840,STARLINK-6122,STARLINK-36728,3.2952,7.113,7.834,492.2,2.2414,46.4,0
841,STARLINK-37856,STARLINK-37229,1.1013,4.611,2.915,481.3,2.2401,46.4,0
842,DONGPO 08,STARLINK-34903,6.2743,8.844,14.498,463.6,2.2393,46.4,0
843,STARLINK-33857,STARLINK-35854,3.7797,3.873,8.912,468.9,2.2394,46.4,0
844,CS1,STARLINK-35014,2.4606,5.275,5.956,469.1,2.2386,46.4,1
845,STARLINK-4121,STARLINK-36417,4.1157,9.275,9.659,479.4,2.2381,46.4,0
846,STARLINK-2440,STARLINK-37720,5.437,6.467,12.615,481.9,2.2379,46.4,0
847,STARLINK-5926,KORSAT-3,5.51,5.86,12.779,579.6,2.238,46.4,0
848,STARLINK-30166,STARLINK-36607,2.0567,4.528,5.044,492.6,2.2351,46.4,1
849,STARLINK-30880,STARLINK-36827,1.3703,5.092,3.508,484.6,2.234,46.3,0
850,STARLINK-4268,TIANMU-1 20,5.7219,5.856,13.217,475.7,2.2319,46.3,0
851,STARLINK-30612,STARLINK-34882,3.2424,4.106,7.681,474.9,2.2313,46.3,0
852,STARLINK-3963,CUBEBEL 2 (EU11S),3.655,3.846,8.601,483.5,2.2311,46.3,0
853,STARLINK-3507,STARLINK-37399,6.0399,6.644,13.919,466.9,2.2306,46.3,0
854,AEROCUBE 5C,PULSAR-0,6.5058,6.535,14.953,505.7,2.2299,46.3,0
855,STARLINK-30704,STARLINK-37118,6.4216,7.239,14.762,473.0,2.2294,46.3,0
856,STARLINK-34963,STARLINK-35483,4.8585,4.873,11.257,470.9,2.2254,46.2,0
857,STARLINK-30242,STARLINK-34190,2.0594,4.295,5.028,492.2,2.2254,46.2,1
858,STARLINK-32211,STARLINK-37830,6.1894,6.611,14.21,466.2,2.224,46.2,0
859,GAOFEN-9 05,STARLINK-32202,5.4492,5.664,12.563,472.2,2.2239,46.2,0
860,STARLINK-33965,STARLINK-36884,6.0398,6.206,13.872,477.7,2.2231,46.2,0
861,STARLINK-2193,STARLINK-34915,6.4371,6.442,14.754,476.4,2.223,46.2,0
862,STARLINK-30307,STARLINK-34133,3.2541,6.774,7.675,485.7,2.222,46.2,0
863,RROCI-2,STARLINK-32600,6.5611,7.13,15.011,581.7,2.2202,46.2,0
864,STARLINK-30797,2025-155J,5.0263,8.537,11.6,476.4,2.2195,46.2,0
865,STARLINK-5990,BRO-12,6.5112,7.353,14.895,576.6,2.2194,46.2,0
866,STARLINK-3159,STARLINK-4559,5.2847,5.428,12.156,470.4,2.2163,46.1,0
867,LUR-1,STARLINK-34098,6.2675,6.464,14.328,487.5,2.2154,46.1,0
868,STARLINK-4291,STARLINK-34721,5.3158,8.268,12.216,473.4,2.2147,46.1,0
869,STARLINK-3191,FLOCK 4G-6,4.4033,5.291,10.194,477.7,2.2145,46.1,0
870,STARLINK-37256,STARLINK-37746,6.4528,6.469,14.73,470.9,2.2141,46.1,0
871,STARLINK-3751,STARLINK-36698,6.2204,6.916,14.203,470.4,2.2122,46.1,0
872,STARLINK-6051,HAWK-10C,6.2055,6.398,14.168,576.5,2.2118,46.1,0
873,2023-104C,STARLINK-30307,6.2676,9.689,14.305,486.4,2.2118,46.1,0
874,239ALFEROV (RS61S),STARLINK-37833,3.1972,5.382,7.512,481.4,2.2112,46.1,0
875,STARLINK-30925,STARLINK-31728,2.6002,9.634,6.189,484.9,2.2102,46.1,0
876,FLOCK 4G-21,STARLINK-34573,5.5738,6.432,12.76,476.5,2.21,46.1,0
877,YAOGAN-30 06C,GNOMES-4,6.011,9.2,13.72,563.5,2.209,46.0,0
878,STARLINK-30833,STARLINK-37347,6.3765,6.755,14.522,481.0,2.2082,46.0,0
879,STARLINK-1551,STARLINK-35078,5.7886,6.324,13.222,481.8,2.2079,46.0,0
880,STARLINK-3331,STARLINK-37782,2.4587,2.578,5.869,475.5,2.2075,46.0,1
881,STARLINK-30833,STARLINK-37347,6.3899,6.761,14.545,472.0,2.2072,46.0,0
882,STARLINK-6168,STARLINK-35428,2.363,2.574,5.657,475.0,2.2072,46.0,1
883,STARLINK-5677,CONNECTA IOT-11,4.3988,4.778,10.15,506.6,2.2071,46.0,0
884,STARLINK-4684,STARLINK-37736,4.8539,5.265,11.146,482.2,2.2054,46.0,0
885,STARLINK-34503,FORMOSAT-8A,6.392,6.392,14.538,583.8,2.2054,46.0,0
886,STARLINK-4734,STARLINK-35926,5.1735,5.173,11.846,482.5,2.2045,46.0,0
887,STARLINK-3203,STARLINK-3632,5.1723,7.078,11.842,471.6,2.2043,46.0,0
888,STARLINK-2029,STARLINK-35105,5.8323,7.386,13.276,468.7,2.2008,45.9,0
889,STARLINK-34942,SARI-1,6.516,7.098,14.777,483.4,2.2003,45.9,0
890,STARLINK-3742,STARLINK-35999,4.658,7.695,10.685,466.2,2.1995,45.9,0
891,FLOCK 4G-34,STARLINK-36865,5.9144,6.191,13.444,482.8,2.1987,45.9,0
892,2021-091B,STARLINK-4685,4.2445,6.814,9.769,515.7,2.198,45.9,0
893,STARLINK-32149,STARLINK-34220,2.8777,5.266,6.763,483.7,2.1974,45.9,0
894,STARLINK-6310,STARLINK-33918,4.3202,5.798,9.931,490.8,2.197,45.9,0
895,STARLINK-4410,STARLINK-32475,5.7399,5.763,13.038,459.7,2.195,45.9,0
896,TEVEL2-1,STARLINK-36169,3.7407,4.42,8.647,475.8,2.1943,45.9,0
897,STARLINK-3643,STARLINK-31260,3.2235,6.963,7.511,473.6,2.194,45.9,0
898,STARLINK-1480,STARLINK-11238 [DTC],4.606,5.363,10.532,360.5,2.1914,45.8,0
899,STARLINK-4589,STARLINK-37814,5.2977,5.935,12.042,478.9,2.1904,45.8,0
900,STARLINK-3990,STARLINK-32648,4.325,4.712,9.908,472.7,2.1896,45.8,0
901,STARLINK-3583,2026-027D,5.3822,5.555,12.216,521.1,2.1884,45.8,0
902,STARLINK-5050,STARLINK-31906,4.9883,4.998,11.352,487.7,2.188,45.8,0
903,STARLINK-35949,STARLINK-37223,6.463,6.493,14.578,476.5,2.1879,45.8,0
904,STARLINK-2346,STARLINK-4201,4.7338,4.882,10.793,480.4,2.1876,45.8,0
905,STARLINK-37226,KUIPER-00608,6.3752,6.857,14.375,468.7,2.1862,45.8,0
906,STARLINK-34226,STARLINK-35616,5.3586,5.717,12.151,479.4,2.186,45.8,0
907,STARLINK-4481,STARLINK-30316,3.6,3.686,8.306,473.6,2.1858,45.8,0
908,STARLINK-33682,STARLINK-37564,6.2506,9.675,14.099,477.0,2.1857,45.8,0
909,STARLINK-31616,STARLINK-37534,6.5467,6.547,14.733,471.8,2.1837,45.7,0
910,STARLINK-30833,STARLINK-37189,6.1382,9.031,13.832,469.0,2.1823,45.7,0
911,STARLINK-6286,MULE 4T,6.1116,6.133,13.767,495.5,2.1812,45.7,0
912,SEEDS II (CO-66),STARLINK-36157,6.4858,9.742,14.579,467.2,2.1806,45.7,0
913,FLOCK 4G-28,STARLINK-32835,2.9212,7.265,6.805,474.3,2.1803,45.7,0
914,STARLINK-30554,STARLINK-37592,6.4781,7.278,14.554,476.7,2.1794,45.7,0
915,STARLINK-1526,STARLINK-32149,3.1836,4.615,7.373,483.7,2.179,45.7,0
916,FALCONSAT-6,STARLINK-5585,5.7174,5.791,12.895,493.3,2.1792,45.7,0
917,STARLINK-4695,STARLINK-37177,4.6682,5.069,10.607,468.1,2.1788,45.7,0
918,STARLINK-35090,STARLINK-37838,6.3284,6.481,14.22,477.3,2.1782,45.7,0
919,STARLINK-3740,STARLINK-35114,5.1092,6.206,11.561,465.0,2.1775,45.7,0
920,STARLINK-6364,FLOCK 4G-29,6.3661,6.443,14.293,488.4,2.1768,45.6,0
921,STARLINK-32493,STARLINK-37001,5.4171,7.434,12.222,471.6,2.1759,45.6,0
922,STARLINK-1542,STARLINK-30292,5.4189,9.486,12.217,480.7,2.1743,45.6,0
923,STARLINK-2736,STARLINK-37354,5.2207,8.01,11.781,468.4,2.1733,45.6,0
924,STARLINK-5803,STARLINK-36485,3.3193,3.511,7.647,485.8,2.1729,45.6,0
925,HORS 2,STARLINK-37444,6.3149,8.42,14.148,479.8,2.1716,45.6,0
926,STARLINK-32224,STARLINK-34911,3.3227,6.433,7.65,475.0,2.1716,45.6,0
927,STARLINK-35413,STARLINK-37791,6.5973,7.446,14.757,473.2,2.171,45.6,0
928,STARLINK-33763,STARLINK-36705,5.9758,5.977,13.408,464.8,2.1711,45.6,0
929,BANDWAGON-4 OBJECT M,STARLINK-37666,6.4607,6.468,14.456,478.0,2.1703,45.6,0
930,STARLINK-31400,TRANSPORTER-14 OBJECT D,3.0201,6.407,6.985,491.4,2.1692,45.5,0
931,STARLINK-31654,STARLINK-34083,3.3073,9.032,7.608,491.8,2.1692,45.5,0
932,STARLINK-2102,STARLINK-36404,6.5213,7.081,14.551,480.6,2.1649,45.5,0
933,STARLINK-32855,STARLINK-36109,2.0975,2.16,4.973,474.8,2.1645,45.5,0
934,STARLINK-35488,STARLINK-36820,5.8247,6.037,13.039,467.9,2.1643,45.5,0
935,STARLINK-31927,STARLINK-35600,2.7833,9.872,6.448,492.0,2.1614,45.5,0
936,STARLINK-32502,STARLINK-35754,3.4391,4.098,7.866,491.5,2.1615,45.5,0
937,STARLINK-3756,STARLINK-30426,5.4521,5.636,12.216,480.9,2.1613,45.4,0
938,STARLINK-3629,HYDROGNSS-2,6.1774,9.387,13.781,550.3,2.1609,45.4,0
939,STARLINK-6380,STARLINK-35719,2.1436,4.976,5.064,493.2,2.1608,45.4,1
940,PROTOMETHEE,STARLINK-31456,6.4763,7.039,14.423,468.7,2.1603,45.4,0
941,STARLINK-34952,STARLINK-34716,6.351,6.565,14.15,477.5,2.16,45.4,0
942,STARLINK-30968,STARLINK-34015,0.8653,9.216,2.299,484.1,2.1581,45.4,0
943,STARLINK-2380,STARLINK-36733,5.6876,5.695,12.699,467.7,2.1569,45.4,0
944,STARLINK-32267,STARLINK-33785,5.4441,5.512,12.173,482.0,2.1568,45.4,0
945,STARLINK-31195,FLOCK 4G-5,6.2036,8.505,13.81,490.5,2.1566,45.4,0
946,STARLINK-32646,STARLINK-37113,5.2349,5.453,11.72,477.3,2.1564,45.4,0
947,HORS 2,STARLINK-37444,6.3613,8.481,14.148,479.8,2.1563,45.4,0
948,STARLINK-2226,STARLINK-37390,6.2961,7.048,13.999,481.6,2.155,45.4,0
949,STARLINK-31264,STARLINK-35367,3.2305,8.682,7.391,476.2,2.1545,45.4,0
950,STARLINK-34172,STARLINK-36875,6.6168,6.683,14.685,473.8,2.1542,45.4,0
951,2024-205M,STARLINK-36429,6.1968,7.415,13.775,483.7,2.1534,45.4,0
952,STARLINK-4162,FLOCK 4G-23,3.1357,9.793,7.182,471.1,2.1531,45.3,0
953,STARLINK-31766,STARLINK-35230,5.3504,9.429,11.95,472.7,2.153,45.3,0
954,STARLINK-31698,STARLINK-37267,6.0093,7.327,13.361,464.2,2.1518,45.3,0
955,STARLINK-6324,STARLINK-34147,2.6715,3.088,6.178,492.2,2.1515,45.3,0
956,STARLINK-33733,STARLINK-37661,6.4273,6.592,14.26,477.2,2.1517,45.3,0
957,STARLINK-3891,STARLINK-32483,5.071,5.195,11.341,491.6,2.1516,45.3,0
958,KSM1-A,STARLINK-6229,4.1402,4.299,9.337,492.5,2.1513,45.3,0
959,STARLINK-32048,STARLINK-37856,6.3154,7.147,14.01,465.1,2.1503,45.3,0
960,STARLINK-5205,STARLINK-34097,0.8427,7.084,2.238,490.4,2.1464,45.3,0
961,STARLINK-3608,STARLINK-34308,4.5706,6.202,10.238,473.5,2.1461,45.3,0
962,STARLINK-3226,STARLINK-36800,6.6781,8.327,14.759,476.6,2.1458,45.3,0
963,STARLINK-34552,STARLINK-37644,6.6597,6.918,14.719,470.4,2.1457,45.3,0
964,STARLINK-35434,STARLINK-36821,6.6381,7.349,14.66,473.4,2.1439,45.2,0
965,STARLINK-2698,STARLINK-36352,3.0823,3.088,7.036,471.7,2.1436,45.2,0
966,STARLINK-6090,COSMOS 2604,6.4553,6.688,14.265,489.2,2.1434,45.2,0
967,SHIYAN-30 03,TORO3,6.2092,6.226,13.736,598.9,2.1432,45.2,0
968,SUOMI-100,STARLINK-6241,6.4727,6.604,14.3,489.0,2.1431,45.2,0
969,STARLINK-4710,STARLINK-36077,4.2359,4.532,9.504,465.0,2.1425,45.2,0
970,STARLINK-35487,STARLINK-36297,5.2414,5.477,11.659,468.1,2.1426,45.2,0
971,STARLINK-33575,STARLINK-37804,6.3151,6.569,13.956,465.6,2.1421,45.2,0
972,STARLINK-32126,STARLINK-37107,6.2335,9.582,13.777,469.1,2.1414,45.2,0
973,SKYCRAFT-4B,JACK E,6.2709,6.272,13.85,594.2,2.1404,45.2,0
974,STARLINK-4177,STARLINK-36074,3.4179,7.928,7.742,473.6,2.1399,45.2,0
975,STARLINK-3680,STARLINK-34912,5.2395,8.802,11.635,483.5,2.139,45.2,0
976,LEMUR-2-PETERG,STARLINK-31996,3.8076,7.662,8.563,461.7,2.1367,45.1,0
977,2023-085AD,STARLINK-36669,5.8501,7.086,12.927,462.9,2.1367,45.1,0
978,STARLINK-30247,STARLINK-31511,2.1442,9.441,5.009,493.0,2.1368,45.1,1
979,STARLINK-2457,STARLINK-37268,4.7609,5.598,10.591,482.4,2.1349,45.1,0
980,STARLINK-34465,STARLINK-36329,5.9778,6.965,13.187,476.9,2.1346,45.1,0
981,STARLINK-3156,STARLINK-37223,3.8936,5.155,8.735,478.7,2.1338,45.1,0
982,STARLINK-6364,STARLINK-32667,2.1578,2.56,5.03,493.0,2.1333,45.1,1
983,FLOCK 4G-10,STARLINK-37199,5.7873,6.058,12.771,490.1,2.133,45.1,0
984,STARLINK-5150,STARLINK-32557,4.3498,4.371,9.7,487.9,2.132,45.1,0
985,STARLINK-37318,STARLINK-37954,6.5063,6.947,14.292,466.6,2.1311,45.1,0
986,STARLINK-2752,STARLINK-36710,5.0323,5.789,11.148,468.2,2.1306,45.1,0
987,STARLINK-5333,STARLINK-32615,2.8284,5.221,6.452,492.1,2.1305,45.1,0
988,STARLINK-3705,STARLINK-32290,5.2849,7.842,11.681,474.6,2.1297,45.1,0
989,STARLINK-37387,STARLINK-37412,3.4171,3.897,7.701,475.2,2.1291,45.0,0
990,STARLINK-2598,STARLINK-37025,3.4925,9.525,7.862,481.3,2.1292,45.0,0
991,STARLINK-31242,STARLINK-35743,3.4907,3.668,7.854,491.9,2.1281,45.0,0
992,STARLINK-34963,STARLINK-36110,6.6412,8.895,14.555,475.5,2.1276,45.0,0
993,STARLINK-31276,STARLINK-36979,3.5131,5.793,7.889,485.7,2.1246,45.0,0
994,STARLINK-35664,STARLINK-37179,6.0561,6.319,13.29,477.8,2.1243,45.0,0
995,STARLINK-3331,STARLINK-37338,6.7495,9.392,14.762,474.3,2.1242,45.0,0
996,STARLINK-3555,STARLINK-30147,5.0361,5.699,11.121,492.1,2.1239,45.0,0
997,STARLINK-3829,STARLINK-32287,3.9421,4.136,8.795,487.8,2.1233,45.0,0
998,STARLINK-4121,STARLINK-37452,3.8098,9.747,8.511,466.7,2.1225,45.0,0
999,SHIYAN-6 01 (SY-6 01),STARLINK-34414,6.7126,6.721,14.669,477.0,2.1221,45.0,0
1000,STARLINK-32376,STARLINK-37410,5.3959,5.642,11.874,477.8,2.1219,45.0,0
1001,JILIN-1 GAOFEN 03D50,STARLINK-36710,6.8363,7.133,14.922,465.8,2.1207,44.9,0
1002,STARLINK-34043,DUTHSAT-2,5.7518,5.991,12.616,494.0,2.1197,44.9,0
1003,STARLINK-33698,STARLINK-36967,2.1734,7.523,5.03,492.9,2.1193,44.9,1
1004,STARLINK-6117,STARLINK-36517,2.1982,3.008,5.082,492.2,2.1191,44.9,1
1005,STARLINK-4268,STARLINK-32446,1.9256,2.644,4.504,462.0,2.1189,44.9,0
1006,STARLINK-4145,STARLINK-37398,5.3305,9.031,11.72,470.9,2.1192,44.9,0
1007,STARLINK-30122,SARI-1,5.2454,5.549,11.537,483.6,2.1187,44.9,0
1008,STARLINK-31456,STARLINK-32184,2.2366,2.237,5.161,476.4,2.1181,44.9,1
1009,STARLINK-36165,STARLINK-37069,6.7704,6.914,14.758,473.8,2.1172,44.9,0
1010,STARLINK-33579,STARLINK-36992,6.4909,7.294,14.164,481.2,2.1169,44.9,0
1011,STARLINK-36816,STARLINK-37107,6.8981,6.936,15.024,468.2,2.1166,44.9,0
1012,STARLINK-3388,STARLINK-35427,5.3621,5.886,11.765,483.3,2.1152,44.9,0
1013,STARLINK-32583,STARLINK-36715,6.2435,6.553,13.62,465.2,2.1138,44.9,0
1014,STARLINK-35110,STARLINK-37295,6.4351,6.588,14.011,477.6,2.1116,44.8,0
1015,STARLINK-6337,FLOCK 4G-1,6.5613,8.554,14.274,487.2,2.1111,44.8,0
1016,STARLINK-31374,STARLINK-36480,4.4018,4.49,9.713,487.4,2.1107,44.8,0
1017,STARLINK-5175,STARLINK-6038,6.6531,7.424,14.457,541.1,2.1096,44.8,0
1018,STARLINK-34293,STARLINK-37655,6.2172,6.304,13.535,464.7,2.1092,44.8,0
1019,STARLINK-3619,STARLINK-35115,6.7573,7.526,14.673,475.9,2.109,44.8,0
1020,STARLINK-3578,STARLINK-33673,2.5714,5.345,5.844,494.6,2.1087,44.8,0
1021,STARLINK-1573,STARLINK-36317,5.2484,5.614,11.481,481.5,2.1072,44.8,0
1022,STARLINK-34913,STARLINK-37653,6.8005,6.801,14.744,474.3,2.1061,44.8,0
1023,STARLINK-31363,STARLINK-32592,2.1935,7.581,5.038,492.4,2.1049,44.7,1
1024,GAOFEN-9 05,STARLINK-4695,4.8371,4.839,10.602,472.3,2.1048,44.7,0
1025,STARLINK-33872,STARLINK-36719,5.4887,5.541,11.966,464.3,2.1035,44.7,0
1026,STARLINK-35490,STARLINK-36928,6.4716,6.475,14.032,477.3,2.1032,44.7,0
1027,STARLINK-4670,STARLINK-36841,4.533,4.584,9.953,487.7,2.1029,44.7,0
1028,STARLINK-11146 [DTC],STARLINK-11393 [DTC],3.371,6.051,7.508,359.5,2.1025,44.7,0
1029,STARLINK-34080,STARLINK-36820,6.4023,7.331,13.88,469.3,2.1023,44.7,0
1030,STARLINK-11259 [DTC],STARLINK-11409 [DTC],4.076,9.017,8.984,360.5,2.101,44.7,0
1031,STARLINK-4072,STARLINK-37061,4.3306,5.351,9.518,462.3,2.1008,44.7,0
1032,STARLINK-3242,STARLINK-32795,3.5156,8.253,7.802,461.5,2.0998,44.7,0
1033,STARLINK-5701,STARLINK-35884,2.1976,2.345,5.034,492.9,2.0996,44.7,1
1034,STARLINK-5765,STARLINK-36214,3.4342,4.731,7.629,485.5,2.0992,44.7,0
1035,STARLINK-31792,STARLINK-37849,6.6783,7.139,14.435,467.5,2.0986,44.7,0
1036,STARLINK-33728,STARLINK-34659,4.9653,5.0,10.835,484.8,2.0977,44.6,0
1037,STARLINK-5163,STARLINK-37759,6.7981,6.814,14.675,479.6,2.097,44.6,0
1038,2024-092B,KUIPER-00513,6.6782,7.167,14.421,473.4,2.0966,44.6,0
1039,SATELIOT_2,STARLINK-33986,3.1886,5.383,7.105,577.1,2.0967,44.6,0
1040,STARLINK-4081,STARLINK-37316,6.5374,7.873,14.117,481.4,2.0953,44.6,0
1041,STARLINK-35740,STARLINK-37726,6.0668,6.65,13.131,464.3,2.0953,44.6,0
1042,JILIN-1 GAOFEN 03D09,STARLINK-11445 [DTC],3.8751,3.935,8.538,365.0,2.0952,44.6,0
1043,STARLINK-4497,JILIN-01 KUANFU 02B 3,5.5978,5.755,12.138,541.1,2.0936,44.6,0
1044,STARLINK-31229,STARLINK-35747,3.0569,8.818,6.816,474.9,2.0928,44.6,0
1045,STARLINK-34941,STARLINK-36354,6.8423,7.36,14.727,474.5,2.0912,44.6,0
1046,STARLINK-1579,STARLINK-31099,3.794,4.546,8.351,472.5,2.0909,44.6,0
1047,STARLINK-32185,STARLINK-33782,3.894,6.277,8.559,488.6,2.0906,44.6,0
1048,STARLINK-30939,STARLINK-35136,6.4427,9.024,13.882,477.6,2.0898,44.5,0
1049,STARLINK-36562,STARLINK-37665,6.2261,6.309,13.428,477.4,2.0896,44.5,0
1050,HORS 2,STARLINK-37444,6.5858,6.733,14.173,467.6,2.0886,44.5,0
1051,STARLINK-33780,STARLINK-34952,5.8629,6.901,12.661,464.1,2.0883,44.5,0
1052,SALSAT,STARLINK-33722,3.3414,8.393,7.394,492.3,2.0879,44.5,0
1053,STARLINK-1048,STARLINK-38076,6.5462,6.61,14.083,348.6,2.0875,44.5,0
1054,STARLINK-3185,GEOSCAN 5 (RS92S5),6.8323,7.236,14.676,480.6,2.0869,44.5,0
1055,STARLINK-33576,STARLINK-37363,3.0604,3.105,6.804,463.0,2.0869,44.5,0
1056,STARLINK-32868,STARLINK-36741,4.7754,4.899,10.377,477.4,2.0857,44.5,0
1057,STARLINK-30258,STARLINK-34211,4.4049,5.927,9.6,487.4,2.0847,44.5,0
1058,STARLINK-2468,STARLINK-36811,6.8825,8.367,14.755,477.7,2.0833,44.5,0
1059,STARLINK-31924,STARLINK-33672,3.475,3.714,7.655,485.4,2.083,44.5,0
1060,STARLINK-4255,RUNNER-1 (TYVAK-1005),6.8768,8.686,14.73,470.3,2.0814,44.4,0
1061,STARLINK-30817,FLOCK 4G-27,5.333,6.159,11.513,491.2,2.0808,44.4,0
1062,STARLINK-4572,STARLINK-32394,4.0364,8.064,8.812,483.8,2.0801,44.4,0
1063,STARLINK-35144,STARLINK-35578,6.8005,6.906,14.561,468.3,2.08,44.4,0
1064,STARLINK-32432,STARLINK-37197,5.5622,9.113,11.984,477.6,2.0798,44.4,0
1065,STARLINK-30178,STARLINK-34093,3.566,8.417,7.832,492.6,2.0797,44.4,0
1066,STARLINK-2161,STARLINK-36830,4.7207,5.414,10.23,481.9,2.079,44.4,0
1067,STARLINK-5134,STARLINK-34198,5.2536,7.788,11.336,488.2,2.0786,44.4,0
1068,STARLINK-6312,STARLINK-30471,3.5827,8.19,7.858,485.8,2.0774,44.4,0
1069,STARLINK-3833,STARLINK-37256,5.4923,5.494,11.823,471.6,2.077,44.4,0
